subscription_id,account_id,start_date,end_date,plan_tier_x,seats_x,mrr_amount,arr_amount,is_trial_x,upgrade_flag,downgrade_flag,churn_flag_x,billing_frequency,auto_renew_flag,still_active,account_name,industry,country,signup_date,referral_source,plan_tier_y,seats_y,is_trial_y,churn_flag_y,total_usage_count,avg_usage_duration_secs,total_error_count,unique_features_used,churn_event_id,churn_date,reason_code,refund_amount_usd,preceding_upgrade_flag,preceding_downgrade_flag,is_reactivation,feedback_text,total_tickets,avg_resolution_time_hours
S-b037c5,A-0a282f,2024-10-07,2099-01-01,Pro,20,980,11760,False,False,True,False,annual,True,True,Company_2,DevTools,US,2024-08-27,organic,Basic,1,False,False,72.0,3322.0,4.0,6.0,C-484fba,2024-12-31,support,62.66,False,True,False,too expensive,3.0,43.666666666666664
S-bdd2e4,A-ce66f8,2024-05-16,2099-01-01,Basic,29,551,6612,False,False,False,False,annual,True,True,Company_17,EdTech,CA,2023-08-23,event,Pro,29,False,False,83.0,2017.25,9.0,8.0,Nan,2099-01-01,Nan,0.0,Nan,Nan,Nan,Nan,6.0,41.666666666666664
S-8d89a8,A-5f2961,2024-12-03,2099-01-01,Enterprise,16,3184,38208,False,False,False,False,monthly,True,True,Company_284,HealthTech,US,2024-11-22,partner,Basic,4,False,False,36.0,2616.0,1.0,4.0,C-258ade,2024-11-28,pricing,6.6,False,False,False,switched to competitor,1.0,53.0
S-00bb84,A-4f18f0,2024-07-07,2099-01-01,Pro,24,1176,14112,False,False,False,False,annual,True,True,Company_145,DevTools,CA,2024-04-21,other,Pro,24,True,False,81.0,2539.875,5.0,7.0,C-3b4085,2024-05-27,features,0.0,True,False,False,NaN,5.0,39.2
S-c5bec0,A-1986ca,2024-09-21,2099-01-01,Enterprise,20,3980,47760,False,False,False,False,annual,True,True,Company_197,HealthTech,IN,2023-01-30,ads,Pro,20,False,False,43.0,2682.2,4.0,4.0,Nan,2099-01-01,Nan,0.0,Nan,Nan,Nan,Nan,7.0,36.57142857142857
S-e6029e,A-9174e0,2024-12-19,2099-01-01,Enterprise,37,7363,88356,False,False,False,False,monthly,True,True,Company_73,Cybersecurity,US,2024-12-04,partner,Basic,37,False,False,70.0,3926.714285714286,11.0,7.0,Nan,2099-01-01,Nan,0.0,Nan,Nan,Nan,Nan,2.0,39.0
S-f8008a,A-eb2fdc,2024-07-07,2099-01-01,Enterprise,31,6169,74028,False,False,False,False,annual,True,True,Company_216,DevTools,AU,2023-11-21,organic,Enterprise,31,False,True,29.0,5785.5,0.0,2.0,C-cfb464,2024-05-26,competitor,0.0,False,False,False,missing features,5.0,33.6
S-db89df,A-1f0636,2024-05-29,2099-01-01,Enterprise,105,20895,250740,False,True,False,False,annual,True,True,Company_368,EdTech,AU,2024-01-01,partner,Pro,105,False,False,48.0,2997.25,2.0,5.0,Nan,2099-01-01,Nan,0.0,Nan,Nan,Nan,Nan,2.0,38.5
S-700036,A-02cd81,2024-03-31,2099-01-01,Basic,44,836,10032,False,False,False,False,annual,True,True,Company_76,HealthTech,IN,2024-03-28,other,Basic,44,False,False,57.0,2948.0,3.0,6.0,C-c66a6c,2024-04-30,pricing,0.0,False,False,False,NaN,3.0,17.333333333333332
S-7925f0,A-87aa7b,2024-09-24,2099-01-01,Enterprise,24,4776,57312,False,False,False,False,monthly,True,True,Company_433,HealthTech,US,2024-05-16,organic,Pro,24,True,False,51.0,2887.8,3.0,5.0,C-551bc8,2024-06-07,budget,0.0,False,False,False,NaN,3.0,27.333333333333332
S-1877a6,A-d77f4c,2024-03-31,2099-01-01,Pro,6,294,3528,False,False,False,False,monthly,True,True,Company_470,DevTools,US,2023-09-25,partner,Pro,4,True,False,48.0,3334.25,3.0,4.0,C-89af4e,2024-08-06,budget,0.0,False,True,False,too expensive,2.0,31.0
S-6b6cd7,A-d792a6,2023-04-04,2099-01-01,Enterprise,6,0,0,True,False,False,False,monthly,True,True,Company_486,DevTools,US,2023-01-23,organic,Enterprise,4,False,False,34.0,3129.3333333333335,0.0,2.0,C-3e764b,2023-09-11,competitor,0.0,False,False,False,too expensive,5.0,40.6
S-3ed1f5,A-7920cc,2024-02-19,2099-01-01,Enterprise,39,7761,93132,False,False,False,False,monthly,True,True,Company_412,Cybersecurity,FR,2023-11-23,ads,Pro,39,False,False,6.0,1998.0,2.0,1.0,Nan,2099-01-01,Nan,0.0,Nan,Nan,Nan,Nan,7.0,32.857142857142854
S-cf59a0,A-c16cf7,2024-11-02,2099-01-01,Basic,18,0,0,True,False,False,False,monthly,True,True,Company_377,EdTech,US,2024-10-16,event,Pro,13,True,False,28.0,3583.0,1.0,2.0,C-562e14,2024-11-08,budget,0.0,True,False,False,NaN,3.0,48.333333333333336
S-78e1c6,A-7e0a10,2024-02-28,2099-01-01,Enterprise,46,9154,109848,False,False,False,False,monthly,False,True,Company_64,FinTech,US,2023-11-18,ads,Enterprise,46,False,False,68.0,3028.285714285714,3.0,7.0,C-915973,2024-09-26,budget,0.0,False,False,False,missing features,5.0,39.4
S-ce5636,A-4c56c9,2024-11-14,2099-01-01,Basic,30,0,0,True,False,False,False,annual,True,True,Company_449,FinTech,US,2023-12-20,partner,Enterprise,9,False,True,29.0,4334.0,6.0,3.0,C-7690f5,2024-04-05,budget,44.23,True,False,False,missing features,5.0,38.6
S-0c9600,A-2b9d3e,2023-09-06,2099-01-01,Basic,11,209,2508,False,False,False,False,annual,True,True,Company_319,EdTech,US,2023-06-04,partner,Enterprise,1,False,False,22.0,4927.0,0.0,2.0,Nan,2099-01-01,Nan,0.0,Nan,Nan,Nan,Nan,3.0,34.666666666666664
S-0a6b6b,A-d42431,2024-06-11,2099-01-01,Basic,22,418,5016,False,False,True,False,monthly,True,True,Company_378,FinTech,FR,2024-06-09,ads,Enterprise,22,True,False,40.0,3347.4,1.0,4.0,C-156544,2024-10-12,budget,17.42,True,False,False,switched to competitor,4.0,24.25
S-054897,A-de58ca,2024-01-06,2099-01-01,Pro,15,735,8820,False,False,False,False,monthly,False,True,Company_212,HealthTech,DE,2023-04-13,organic,Enterprise,15,False,False,66.0,1993.1666666666667,2.0,6.0,Nan,2099-01-01,Nan,0.0,Nan,Nan,Nan,Nan,5.0,30.6
S-b81c82,A-9289f6,2024-12-17,2099-01-01,Pro,25,1225,14700,False,True,False,False,annual,False,True,Company_104,EdTech,US,2023-05-31,event,Enterprise,1,False,False,30.0,3493.6666666666665,2.0,3.0,C-3b6b00,2023-08-24,support,17.93,False,False,False,too expensive,6.0,37.5
S-c9eecb,A-6c093d,2024-10-10,2099-01-01,Basic,9,171,2052,False,False,False,False,annual,True,True,Company_12,DevTools,US,2023-04-14,partner,Basic,7,True,False,45.0,2876.2,0.0,5.0,Nan,2099-01-01,Nan,0.0,Nan,Nan,Nan,Nan,3.0,40.333333333333336
S-2c53ad,A-c222ab,2024-09-19,2099-01-01,Enterprise,32,6368,76416,False,False,False,False,monthly,True,True,Company_206,Cybersecurity,US,2024-05-10,other,Pro,32,False,True,66.0,2989.285714285714,5.0,6.0,C-cdb4d0,2024-10-05,support,0.0,False,False,False,NaN,4.0,39.0
S-9eb2c5,A-bb3bd4,2024-09-16,2099-01-01,Basic,23,437,5244,False,True,False,False,monthly,True,True,Company_340,HealthTech,US,2024-01-27,ads,Basic,23,False,False,66.0,2197.0,3.0,4.0,C-a529cf,2024-05-30,pricing,0.0,True,False,False,missing features,11.0,32.72727272727273
S-d0c339,A-31ab9a,2024-08-29,2099-01-01,Pro,19,0,0,True,False,False,False,annual,True,True,Company_460,FinTech,DE,2024-03-03,organic,Pro,3,False,False,69.0,3588.5714285714284,5.0,5.0,C-50dbff,2024-08-09,budget,0.0,False,False,False,switched to competitor,7.0,43.142857142857146
S-6f43f7,A-e36807,2024-07-22,2099-01-01,Enterprise,14,2786,33432,False,False,False,False,annual,True,True,Company_164,EdTech,AU,2024-05-17,other,Pro,6,False,False,40.0,2702.0,0.0,4.0,Nan,2099-01-01,Nan,0.0,Nan,Nan,Nan,Nan,2.0,41.0
S-d43ad9,A-8bde0c,2024-12-14,2099-01-01,Pro,13,637,7644,False,False,False,False,annual,False,True,Company_287,DevTools,US,2024-11-04,organic,Basic,12,False,False,81.0,2437.714285714286,1.0,7.0,C-8d2855,2024-12-30,pricing,0.0,False,False,False,NaN,3.0,25.666666666666668
S-b04174,A-5b4ebb,2024-10-15,2099-01-01,Basic,21,399,4788,False,False,False,False,monthly,True,True,Company_69,Cybersecurity,UK,2024-07-10,other,Basic,21,True,True,89.0,2438.3333333333335,5.0,8.0,Nan,2099-01-01,Nan,0.0,Nan,Nan,Nan,Nan,5.0,35.4
S-62aa3c,A-5b1bcd,2023-11-27,2099-01-01,Enterprise,73,14527,174324,False,True,False,False,monthly,True,True,Company_166,DevTools,US,2023-09-16,organic,Pro,73,False,False,53.0,4005.4,2.0,5.0,C-d8d1fd,2024-08-07,competitor,4.45,False,False,False,NaN,4.0,43.25
S-d88b25,A-474ad4,2024-12-29,2099-01-01,Enterprise,24,4776,57312,False,False,False,False,annual,False,True,Company_261,EdTech,US,2023-11-28,organic,Basic,8,False,False,9.0,297.0,0.0,1.0,Nan,2099-01-01,Nan,0.0,Nan,Nan,Nan,Nan,3.0,33.0
S-14a685,A-692f18,2024-07-29,2099-01-01,Enterprise,7,1393,16716,False,False,False,False,monthly,False,True,Company_195,EdTech,US,2024-03-28,other,Basic,5,True,True,44.0,2898.4,1.0,5.0,C-2cccb0,2024-12-23,support,0.0,True,False,False,switched to competitor,2.0,37.5
S-4977c8,A-3be56b,2023-11-22,2024-02-23,Enterprise,3,0,0,True,False,False,True,annual,False,False,Company_200,HealthTech,IN,2023-10-26,event,Pro,3,False,True,35.0,2537.5,3.0,4.0,C-6736e4,2024-01-10,competitor,0.0,True,False,False,NaN,4.0,40.25
S-2e1ceb,A-ccb686,2024-03-23,2099-01-01,Enterprise,12,0,0,True,True,False,False,annual,False,True,Company_491,DevTools,US,2024-01-22,other,Basic,10,False,False,97.0,2917.6666666666665,8.0,7.0,C-615769,2024-11-08,unknown,0.0,False,False,False,switched to competitor,1.0,67.0
S-59f0a6,A-104f1a,2024-09-02,2024-11-28,Pro,123,6027,72324,False,False,False,True,monthly,False,False,Company_89,Cybersecurity,US,2024-08-17,other,Pro,24,False,False,59.0,2700.8571428571427,2.0,7.0,C-6b9663,2024-12-11,unknown,0.0,False,False,False,missing features,5.0,33.2
S-66106d,A-186a44,2024-11-02,2099-01-01,Enterprise,20,0,0,True,False,False,False,monthly,False,True,Company_101,HealthTech,US,2023-08-07,ads,Enterprise,20,False,False,55.0,2657.3333333333335,0.0,6.0,Nan,2099-01-01,Nan,0.0,Nan,Nan,Nan,Nan,7.0,38.285714285714285
S-510e07,A-b7ef83,2024-10-20,2099-01-01,Enterprise,2,398,4776,False,True,False,False,monthly,True,True,Company_474,Cybersecurity,UK,2024-05-29,partner,Pro,1,True,False,77.0,3673.0,4.0,7.0,C-cd8fba,2024-06-01,unknown,0.0,False,False,True,too expensive,2.0,47.5
S-b7d99d,A-9f0b68,2024-11-28,2099-01-01,Basic,14,266,3192,False,False,False,False,annual,True,True,Company_489,EdTech,US,2024-04-28,ads,Basic,10,False,False,24.0,4382.5,0.0,2.0,C-c4582f,2024-11-01,pricing,0.0,True,False,False,NaN,3.0,30.333333333333332
S-debbee,A-3a7284,2024-11-28,2024-12-11,Basic,73,1387,16644,False,False,False,True,annual,True,False,Company_93,FinTech,US,2024-11-17,organic,Enterprise,31,False,False,43.0,2638.75,0.0,4.0,C-9c89ca,2024-12-26,unknown,0.0,False,False,False,missing features,3.0,56.333333333333336
S-c348d2,A-4a267b,2024-06-17,2099-01-01,Basic,25,475,5700,False,False,False,False,annual,True,True,Company_451,FinTech,US,2024-05-05,other,Pro,25,False,False,62.0,3108.0,0.0,5.0,C-1172fe,2024-06-17,support,64.54,False,False,False,missing features,4.0,16.25
S-d0259a,A-4e0e85,2024-02-22,2099-01-01,Enterprise,6,1194,14328,False,False,False,False,monthly,True,True,Company_409,DevTools,US,2023-09-08,organic,Enterprise,6,False,False,39.0,3590.5,0.0,4.0,C-c93006,2023-11-16,competitor,0.0,False,True,False,too expensive,2.0,53.0
S-5f1d80,A-600734,2024-04-17,2099-01-01,Basic,29,551,6612,False,False,False,False,monthly,True,True,Company_327,DevTools,US,2023-11-14,organic,Pro,29,True,True,62.0,2172.1428571428573,3.0,7.0,Nan,2099-01-01,Nan,0.0,Nan,Nan,Nan,Nan,7.0,52.57142857142857
S-f132ab,A-e2cd1b,2024-04-29,2099-01-01,Pro,15,735,8820,False,False,False,False,annual,True,True,Company_121,DevTools,US,2024-02-04,other,Enterprise,15,False,False,53.0,2257.8,3.0,5.0,Nan,2099-01-01,Nan,0.0,Nan,Nan,Nan,Nan,5.0,37.8
S-d1fb2e,A-3f9cc0,2024-08-04,2099-01-01,Enterprise,30,5970,71640,False,False,False,False,monthly,True,True,Company_359,HealthTech,US,2024-06-03,event,Basic,22,False,False,107.0,3861.2,4.0,8.0,C-f477c9,2024-07-18,pricing,0.0,False,False,False,too expensive,5.0,34.8
S-26da35,A-d27f50,2024-12-09,2099-01-01,Pro,44,2156,25872,False,True,False,False,annual,True,True,Company_163,Cybersecurity,UK,2024-07-20,ads,Enterprise,44,False,False,47.0,3652.0,3.0,5.0,Nan,2099-01-01,Nan,0.0,Nan,Nan,Nan,Nan,4.0,37.5
S-c92850,A-05d3b3,2023-09-30,2099-01-01,Pro,22,1078,12936,False,False,False,False,annual,True,True,Company_213,DevTools,AU,2023-05-28,ads,Basic,9,True,False,75.0,4106.333333333333,2.0,6.0,C-8f8593,2024-09-09,unknown,0.0,False,False,False,switched to competitor,6.0,31.5
S-64ddbc,A-c16cf7,2024-12-18,2099-01-01,Basic,13,247,2964,False,False,False,False,monthly,True,True,Company_377,EdTech,US,2024-10-16,event,Pro,13,True,False,110.0,2572.6666666666665,7.0,11.0,C-562e14,2024-11-08,budget,0.0,True,False,False,NaN,3.0,48.333333333333336
S-ef3aa2,A-5a92e7,2024-09-19,2099-01-01,Pro,9,441,5292,False,False,False,False,monthly,False,True,Company_413,HealthTech,US,2024-06-11,ads,Pro,4,False,False,78.0,4209.857142857143,7.0,6.0,C-fafb31,2024-06-18,features,0.0,True,False,False,missing features,7.0,45.0
S-0e43ad,A-cc8c8f,2024-06-21,2099-01-01,Enterprise,28,5572,66864,False,True,False,False,annual,True,True,Company_482,DevTools,US,2024-06-16,ads,Enterprise,23,False,False,44.0,2667.0,5.0,5.0,C-64ba8a,2024-09-12,budget,0.0,True,False,False,missing features,2.0,14.5
S-54df4c,A-9f9299,2024-11-18,2099-01-01,Pro,28,1372,16464,False,False,False,False,annual,True,True,Company_133,FinTech,US,2023-09-02,organic,Enterprise,28,True,False,11.0,2090.0,0.0,1.0,C-1965c1,2024-10-08,competitor,0.0,False,False,False,NaN,5.0,36.2
S-d8165b,A-89ee83,2024-10-18,2099-01-01,Basic,38,722,8664,False,False,False,False,annual,True,True,Company_312,Cybersecurity,US,2024-10-04,organic,Pro,1,False,True,60.0,3421.8571428571427,4.0,7.0,Nan,2099-01-01,Nan,0.0,Nan,Nan,Nan,Nan,5.0,21.8
S-67b7bf,A-dcc2f0,2024-10-13,2099-01-01,Basic,15,285,3420,False,False,False,False,monthly,False,True,Company_309,FinTech,UK,2023-07-22,organic,Basic,15,False,False,90.0,2445.714285714286,4.0,6.0,C-df72bb,2024-04-10,features,0.0,True,False,False,NaN,2.0,27.0
S-e6ad38,A-b07b56,2024-11-19,2099-01-01,Pro,25,1225,14700,False,False,False,False,monthly,True,True,Company_292,DevTools,US,2024-11-08,event,Pro,25,False,True,61.0,3064.8333333333335,4.0,5.0,C-bd5b55,2024-12-24,budget,0.0,False,False,False,switched to competitor,4.0,31.25
S-55a520,A-726cfa,2023-08-26,2099-01-01,Pro,30,1470,17640,False,False,False,False,monthly,True,True,Company_82,DevTools,US,2023-07-01,partner,Pro,11,False,False,33.0,2442.0,1.0,4.0,C-b7dfcd,2024-08-08,support,122.11,False,False,False,too expensive,3.0,35.666666666666664
S-83a9a4,A-09316c,2024-11-26,2099-01-01,Pro,70,3430,41160,False,True,False,False,annual,True,True,Company_341,FinTech,AU,2024-09-11,organic,Enterprise,70,False,False,8.0,4408.0,0.0,1.0,C-6cbc28,2024-12-05,unknown,0.0,False,False,False,switched to competitor,4.0,54.75
S-efeb9b,A-1f0636,2024-02-27,2099-01-01,Basic,105,0,0,True,True,False,False,annual,True,True,Company_368,EdTech,AU,2024-01-01,partner,Pro,105,False,False,56.0,2865.714285714286,1.0,4.0,Nan,2099-01-01,Nan,0.0,Nan,Nan,Nan,Nan,2.0,38.5
S-240a09,A-5c9849,2024-12-30,2099-01-01,Pro,19,931,11172,False,True,False,False,monthly,False,True,Company_362,EdTech,IN,2024-11-03,partner,Basic,19,False,False,76.0,3533.4285714285716,11.0,7.0,C-49de12,2024-11-13,unknown,0.0,False,True,False,too expensive,4.0,59.5
S-f52fd6,A-f1f639,2024-09-19,2099-01-01,Enterprise,9,1791,21492,False,False,False,False,monthly,True,True,Company_296,EdTech,US,2023-02-26,ads,Basic,2,False,False,55.0,3252.8,8.0,5.0,C-d3e2ab,2023-10-18,competitor,0.0,False,False,True,missing features,7.0,20.0
S-1a2fbc,A-526d93,2024-06-29,2099-01-01,Basic,45,855,10260,False,False,False,False,monthly,True,True,Company_66,HealthTech,FR,2024-04-14,organic,Basic,43,False,False,46.0,2388.2,2.0,5.0,C-864169,2024-08-05,support,6.77,False,False,False,switched to competitor,5.0,51.4
S-8738af,A-84ebe4,2024-03-19,2099-01-01,Pro,34,1666,19992,False,False,False,False,monthly,True,True,Company_68,FinTech,US,2023-03-12,ads,Pro,18,True,True,36.0,3840.75,1.0,4.0,C-2bf465,2024-01-20,support,0.0,False,False,False,missing features,4.0,29.5
S-af1def,A-443b7c,2024-09-30,2099-01-01,Basic,36,684,8208,False,False,False,False,monthly,False,True,Company_280,Cybersecurity,US,2024-09-06,other,Enterprise,1,False,True,43.0,2015.2,3.0,4.0,Nan,2099-01-01,Nan,0.0,Nan,Nan,Nan,Nan,8.0,29.25
S-7889d9,A-bcbe98,2024-08-09,2099-01-01,Pro,46,2254,27048,False,False,False,False,annual,True,True,Company_452,Cybersecurity,US,2024-07-29,other,Enterprise,46,False,False,79.0,3380.1428571428573,7.0,6.0,C-2886ac,2024-11-25,competitor,0.0,False,False,False,missing features,7.0,38.285714285714285
S-a72188,A-ced9aa,2024-12-31,2099-01-01,Pro,3,147,1764,False,False,False,False,annual,True,True,Company_310,DevTools,US,2024-10-05,other,Enterprise,3,False,False,34.0,2311.25,5.0,4.0,Nan,2099-01-01,Nan,0.0,Nan,Nan,Nan,Nan,7.0,28.857142857142858
S-0ffab0,A-e60f9d,2024-10-18,2099-01-01,Enterprise,58,11542,138504,False,False,False,False,annual,True,True,Company_178,FinTech,US,2024-08-26,other,Basic,29,False,False,3.0,1614.0,0.0,1.0,Nan,2099-01-01,Nan,0.0,Nan,Nan,Nan,Nan,2.0,70.5
S-5f4afc,A-09316c,2024-11-15,2099-01-01,Pro,70,3430,41160,False,False,False,False,monthly,True,True,Company_341,FinTech,AU,2024-09-11,organic,Enterprise,70,False,False,63.0,3103.6666666666665,8.0,6.0,C-6cbc28,2024-12-05,unknown,0.0,False,False,False,switched to competitor,4.0,54.75
S-3f18be,A-e2cd1b,2024-12-26,2099-01-01,Enterprise,16,3184,38208,False,False,False,False,annual,True,True,Company_121,DevTools,US,2024-02-04,other,Enterprise,15,False,False,10.0,725.0,3.0,3.0,Nan,2099-01-01,Nan,0.0,Nan,Nan,Nan,Nan,5.0,37.8
S-e133a5,A-4a4c2d,2023-07-03,2024-01-25,Basic,54,1026,12312,False,False,False,True,monthly,True,False,Company_473,DevTools,US,2023-05-02,event,Enterprise,54,False,False,33.0,3109.3333333333335,5.0,3.0,Nan,2099-01-01,Nan,0.0,Nan,Nan,Nan,Nan,5.0,42.0
S-15662a,A-019782,2024-02-22,2099-01-01,Basic,11,0,0,True,False,False,False,annual,True,True,Company_142,DevTools,FR,2023-04-19,event,Enterprise,11,False,False,22.0,1608.3333333333333,3.0,3.0,Nan,2099-01-01,Nan,0.0,Nan,Nan,Nan,Nan,2.0,10.0
S-84dd93,A-acb7f7,2024-02-16,2099-01-01,Enterprise,32,6368,76416,False,False,False,False,annual,True,True,Company_330,EdTech,US,2024-01-06,ads,Basic,32,False,False,56.0,3088.1666666666665,2.0,6.0,C-61ced5,2024-03-21,competitor,0.0,True,False,False,missing features,3.0,41.0
S-bafe35,A-1b707d,2024-10-27,2099-01-01,Basic,41,779,9348,False,False,False,False,annual,False,True,Company_56,Cybersecurity,US,2023-07-14,organic,Enterprise,1,False,False,93.0,2041.75,4.0,8.0,C-488b42,2023-07-21,competitor,0.0,False,False,True,missing features,3.0,42.666666666666664
S-f1778c,A-1d5444,2024-04-10,2099-01-01,Basic,24,456,5472,False,False,False,False,monthly,True,True,Company_427,Cybersecurity,US,2024-01-18,partner,Basic,24,False,True,75.0,3068.8571428571427,10.0,7.0,C-aee993,2024-06-01,support,0.0,False,False,False,too expensive,2.0,30.0
S-85b7d7,A-d40bf7,2024-12-27,2099-01-01,Basic,59,0,0,True,False,False,False,monthly,False,True,Company_11,FinTech,IN,2024-11-08,organic,Basic,59,False,False,54.0,3791.6,2.0,5.0,Nan,2099-01-01,Nan,0.0,Nan,Nan,Nan,Nan,2.0,20.5
S-df147d,A-940b8b,2024-09-13,2099-01-01,Enterprise,10,0,0,True,False,False,False,monthly,True,True,Company_398,HealthTech,DE,2024-03-19,organic,Basic,1,False,False,48.0,1527.0,2.0,5.0,Nan,2099-01-01,Nan,0.0,Nan,Nan,Nan,Nan,3.0,41.333333333333336
S-4ff3ae,A-eb7c38,2024-07-29,2099-01-01,Basic,5,95,1140,False,True,False,False,annual,True,True,Company_47,DevTools,AU,2024-02-25,organic,Enterprise,5,False,False,19.0,3366.5,0.0,2.0,C-cfa54b,2024-03-22,budget,6.26,False,True,False,NaN,5.0,22.4
S-808efb,A-7da956,2024-11-16,2099-01-01,Enterprise,15,2985,35820,False,False,True,False,monthly,True,True,Company_141,Cybersecurity,US,2024-06-02,event,Pro,13,True,False,15.0,3540.0,2.0,1.0,Nan,2099-01-01,Nan,0.0,Nan,Nan,Nan,Nan,3.0,32.666666666666664
S-208e33,A-b20d99,2024-08-05,2099-01-01,Basic,20,380,4560,False,False,False,False,monthly,True,True,Company_29,HealthTech,IN,2023-09-27,other,Basic,20,False,False,28.0,1611.3333333333333,3.0,3.0,C-a8ac26,2024-03-04,features,0.0,False,False,False,missing features,2.0,61.5
S-a0f5ac,A-e7a1e2,2024-10-07,2099-01-01,Pro,13,637,7644,False,False,False,False,monthly,True,True,Company_295,Cybersecurity,US,2024-06-23,event,Enterprise,3,False,False,46.0,3248.5,2.0,4.0,C-f5a863,2024-09-30,budget,6.2,False,False,True,NaN,1.0,45.0
S-7079c2,A-039727,2024-12-15,2099-01-01,Enterprise,25,4975,59700,False,False,True,False,annual,True,True,Company_107,EdTech,AU,2024-11-02,organic,Pro,25,False,False,53.0,3202.2,1.0,5.0,C-70de89,2024-12-22,pricing,46.49,False,False,False,switched to competitor,4.0,36.0
S-8789b0,A-eb7c38,2024-04-23,2024-08-02,Basic,9,171,2052,False,True,False,True,monthly,False,False,Company_47,DevTools,AU,2024-02-25,organic,Enterprise,5,False,False,58.0,3738.8,4.0,4.0,C-cfa54b,2024-03-22,budget,6.26,False,True,False,NaN,5.0,22.4
S-b3cae6,A-6a7c9d,2024-11-12,2099-01-01,Enterprise,26,5174,62088,False,False,False,False,monthly,True,True,Company_324,Cybersecurity,US,2024-10-24,organic,Enterprise,26,False,True,45.0,4928.0,2.0,4.0,C-4f6d90,2024-11-15,features,178.84,False,False,False,missing features,3.0,34.333333333333336
S-23f506,A-9ee962,2023-09-28,2023-11-27,Basic,9,0,0,True,True,False,True,annual,True,False,Company_59,HealthTech,US,2023-02-28,ads,Basic,9,False,True,13.0,7488.0,0.0,1.0,C-600a7c,2024-10-03,support,0.0,False,True,False,NaN,3.0,37.0
S-5b9330,A-f03140,2024-07-17,2099-01-01,Enterprise,27,5373,64476,False,False,True,False,monthly,True,True,Company_209,DevTools,IN,2023-11-22,event,Pro,27,True,False,25.0,4050.0,3.0,2.0,C-ab36fc,2024-10-03,competitor,0.0,False,False,False,missing features,7.0,36.0
S-03ac49,A-35083d,2023-08-23,2099-01-01,Enterprise,19,3781,45372,False,False,False,False,monthly,True,True,Company_27,HealthTech,IN,2023-04-28,partner,Basic,19,False,True,27.0,1576.0,2.0,3.0,Nan,2099-01-01,Nan,0.0,Nan,Nan,Nan,Nan,4.0,49.75
S-ffce65,A-9ee962,2023-06-23,2099-01-01,Pro,9,441,5292,False,True,False,False,annual,True,True,Company_59,HealthTech,US,2023-02-28,ads,Basic,9,False,True,102.0,3504.25,0.0,6.0,C-600a7c,2024-10-03,support,0.0,False,True,False,NaN,3.0,37.0
S-847173,A-c1dfe1,2023-12-17,2099-01-01,Basic,33,627,7524,False,False,False,False,monthly,True,True,Company_53,DevTools,DE,2023-08-07,ads,Pro,26,False,False,32.0,2092.5,4.0,4.0,C-6a6ed3,2023-09-21,pricing,0.0,True,False,False,missing features,3.0,50.333333333333336
S-32e8fa,A-94d3da,2023-06-04,2023-10-21,Pro,41,2009,24108,False,False,False,True,annual,True,False,Company_61,HealthTech,US,2023-05-03,other,Basic,41,False,False,46.0,4092.25,3.0,4.0,C-a9e0c4,2024-04-12,competitor,0.0,False,False,False,switched to competitor,6.0,26.833333333333332
S-b70eef,A-b7b7b7,2024-11-12,2099-01-01,Pro,24,0,0,True,False,False,False,monthly,True,True,Company_338,FinTech,US,2024-06-30,event,Basic,24,False,True,45.0,1658.2,5.0,5.0,Nan,2099-01-01,Nan,0.0,Nan,Nan,Nan,Nan,3.0,17.0
S-e1db7e,A-186a44,2024-03-13,2099-01-01,Basic,20,380,4560,False,False,False,False,annual,True,True,Company_101,HealthTech,US,2023-08-07,ads,Enterprise,20,False,False,27.0,3044.6666666666665,0.0,3.0,Nan,2099-01-01,Nan,0.0,Nan,Nan,Nan,Nan,7.0,38.285714285714285
S-887d48,A-b07b56,2024-11-20,2099-01-01,Pro,25,1225,14700,False,False,False,False,annual,True,True,Company_292,DevTools,US,2024-11-08,event,Pro,25,False,True,49.0,1980.8,0.0,5.0,C-bd5b55,2024-12-24,budget,0.0,False,False,False,switched to competitor,4.0,31.25
S-4b26c5,A-f45426,2024-09-27,2024-09-28,Enterprise,9,1791,21492,False,False,False,True,monthly,True,False,Company_172,HealthTech,US,2024-08-05,organic,Basic,9,False,False,59.0,1860.5714285714287,4.0,6.0,C-dd4207,2024-08-05,competitor,47.17,False,False,False,missing features,3.0,17.0
S-004eb4,A-ab438f,2024-12-05,2099-01-01,Enterprise,13,2587,31044,False,False,False,False,annual,True,True,Company_233,Cybersecurity,US,2024-09-13,ads,Enterprise,13,False,True,80.0,2644.875,2.0,7.0,C-ac34ca,2024-12-02,budget,0.0,True,True,False,NaN,2.0,33.5
S-da7360,A-075038,2024-10-26,2099-01-01,Basic,42,798,9576,False,False,False,False,monthly,True,True,Company_397,HealthTech,UK,2023-05-12,ads,Basic,17,False,False,48.0,2994.6,3.0,5.0,C-370962,2024-09-05,features,6.38,False,False,False,NaN,2.0,43.5
S-22c66b,A-49b828,2024-02-17,2099-01-01,Basic,24,456,5472,False,False,False,False,monthly,True,True,Company_391,FinTech,IN,2023-05-05,ads,Pro,6,False,False,31.0,3786.5,0.0,4.0,Nan,2099-01-01,Nan,0.0,Nan,Nan,Nan,Nan,3.0,13.666666666666666
